Accrued Expense,Adopted,Agency,Budget Code,Budget Name,Cash Expense,Committed,Department,Encumbered,Expense Category,Modified,Post Adjustments,Pre-Encumbered,Year
0.00,1000000.00,Department of Education,7719,DIIT,1801860.85,1801860.85,CENTRAL ADMINISTRATION - PS,0.00,LONGEVITY DIFFERENTIAL,1000000.00,0.00,0.00,2023
0.00,990996.00,Department of Education,2125,CONTRACT SCHOOLS (IN STATE),516394.02,516394.02,CONTRACT SCHOOLS/FOSTER/CH 683 PMTS,0.00,TRANSPORTATION OF PUPILS,990996.00,0.00,0.00,2023
0.00,989326.00,Administration for Children's Services,1308,EDUCATION UNIT PRIVATE DONATION,0.00,0.00,ADMINISTRATIVE-PS,0.00,FULL YEAR POSITIONS,989326.00,0.00,0.00,2023
0.00,974710.00,Department of Education,4305,INSTRUCTIONAL SUPPORT SERV - ELEM / MID,4133188.68,4133188.68,GE INSTR & SCH LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,974710.00,0.00,0.00,2023
0.00,965793.00,Department of Education,4320,BEFORE/AFTR SCH TIME & EXTEND - ELEM/MID,9666.14,9666.14,GE INSTR & SCH LEADERSHIP - OTPS,0.00,LIBRARY BOOKS,965793.00,0.00,0.00,2023
0.00,0.00,Department of Education,L481,ARPA for Learning Loss,845142.02,845142.02,CATEGORICAL PROGRAMS - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,965678.00,0.00,0.00,2023
0.00,961458.00,Department of Education,8807,UPK DOE CENTRAL,656433.06,766654.01,UNIVERSAL PRE-K - OTPS,0.00,TEMPORARY SERVICES,961458.00,110220.95,0.00,2023
0.00,960823.00,Department of Education,4305,INSTRUCTIONAL SUPPORT SERV - ELEM / MID,1422726.17,1422726.17,GE INSTR & SCH LEADERSHIP - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,960823.00,0.00,0.00,2023
0.00,945918.00,Department of Education,8389,SE Instr & School Leadership Re Support,21190869.48,21190869.48,SE INSTR & SCH LEADERSHIP - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,945918.00,0.00,0.00,2023
0.00,918696.00,Department of Youth and Community Development,3692,YMI - Mentoring,639000.00,639000.00,OTHER THAN PERSONAL SERVICES,0.00,EDUCATION & REC FOR YOUTH PRGM,928559.00,0.00,0.00,2023
0.00,925000.00,Department of Education,5111,RELATED SERVICES - CITYWIDE SPECIAL EDUC,287042.73,287042.73,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,925000.00,0.00,0.00,2023
0.00,1144900.00,Department of Education,6101,ULIT FIELD,0.00,0.00,EARLY CHILDHOOD PROGRAMS - OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,918130.00,0.00,0.00,2023
0.00,916509.00,Department of Education,4620,BEFORE/AFTER SCH TIME & EXTEND USE - HS,0.00,0.00,GE INSTR & SCH LEADERSHIP - PS,0.00,CUSTODIAL ALLOWANCES,916509.00,0.00,0.00,2023
0.00,916495.00,Department of Education,1731,PROGRAM MANAGMENT & CONTRACT MAINTENANCE,2146585.21,2146585.21,SCHOOL FACILITIES - OTPS,0.00,PROF SERV OTHER,916495.00,0.00,0.00,2023
0.00,900426.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,187980.85,187980.85,CATEGORICAL PROGRAMS - OTPS,0.00,TEMPORARY SERVICES,900426.00,0.00,0.00,2023
0.00,900000.00,Department of Education,5511,NURSES,899003.07,899003.07,SE INSTRUCTIONAL SUPPORT - PS,0.00,EDUC AND LICENCE DIFFERENTIAL,900000.00,0.00,0.00,2023
3956.94,897600.00,Department of Education,A481,ARPA for Schools,472691.02,476647.96,CATEGORICAL PROGRAMS - OTPS,0.00,BOOKS-OTHER,897600.00,0.00,0.00,2023
0.00,888988.00,Department of Education,5101,CLASSRM INST & SCH SUPERVISION - CWSPED,15665.01,15665.01,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,TELEPHONE & OTHER COMMUNICATNS,888988.00,0.00,0.00,2023
0.00,885454.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,468639.84,468639.84,GE INSTR & SCH LEADERSHIP - OTPS,0.00,LIBRARY BOOKS,885454.00,0.00,0.00,2023
1991.54,0.00,Department of Education,C435,CRRSA for Facilities,897932.84,899924.38,SCHOOL FACILITIES - OTPS,0.00,PROF SERV ENGINEER & ARCHITECT,884677.00,0.00,0.00,2023
0.00,886984.00,Department of Education,2645,OPERATIONS,238154.23,238154.23,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,879032.00,0.00,0.00,2023
0.00,875572.00,Department of Education,8907,UPK DOE FIELD,0.00,0.00,UNIVERSAL PRE-K - OTPS,0.00,EQUIPMENT GENERAL,875572.00,0.00,0.00,2023
0.00,873542.00,Department of Education,4325,SUMMER INSTRUCTIONAL PROGRAMS - ELM/MID,0.00,0.00,GE INSTR & SCH LEADERSHIP - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,873542.00,0.00,0.00,2023
0.00,842274.00,Department of Education,2304,NYSTL-Charter Schools,2541186.36,2584739.94,CHARTER SCHOOLS,0.00,LIBRARY BOOKS,872000.00,43553.58,0.00,2023
0.00,870017.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,-139323.01,-139323.01,CATEGORICAL PROGRAMS - OTPS,0.00,TELEPHONE & OTHER COMMUNICATNS,870017.00,0.00,0.00,2023
0.00,869600.00,Department of Education,8765,PRE-K FOR THREE-YEAR-OLDS,130546.63,132611.68,UNIVERSAL PRE-K - OTPS,0.00,EQUIPMENT GENERAL,869600.00,2065.05,0.00,2023
0.00,860457.00,Department of Education,8807,UPK DOE CENTRAL,7529364.74,7628546.17,UNIVERSAL PRE-K - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,860457.00,99181.43,0.00,2023
0.00,1009816.00,Department of Education,7253,Budget and Reporting,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,TELECOMMUNICATIONS MAINT,859816.00,0.00,0.00,2023
0.00,859782.00,Department of Education,7902,City Council Member Items,133355.67,133355.67,GE INSTR & SCH LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,859782.00,0.00,0.00,2023
0.00,849569.00,Department of Education,4801,SE CLASSROOM INSTRUCTION - E/M,0.00,0.00,SE INSTR & SCH LEADERSHIP - PS,0.00,SOCIAL SECURITY CONTRIBUTIONS,849569.00,0.00,0.00,2023
0.00,0.00,Department of Youth and Community Development,3741,Charter Schools PB,0.00,0.00,OTHER THAN PERSONAL SERVICES,0.00,EDUCATION & REC FOR YOUTH PRGM,847949.00,0.00,0.00,2023
251274.00,839180.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,21731.09,273005.09,CATEGORICAL PROGRAMS - OTPS,0.00,EDUCATION & REC FOR YOUTH PRGM,839180.00,0.00,0.00,2023
0.00,839084.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,43521.37,43521.37,GE INSTR & SCH LEADERSHIP - OTPS,0.00,TEMPORARY SERVICES,839084.00,0.00,0.00,2023
0.00,820627.00,Department of Education,2644,SPECIAL EDUCATION ADMINISTRATION,107832.00,107832.00,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,820627.00,0.00,0.00,2023
0.00,819911.00,Department of Education,2645,OPERATIONS,299632.74,299632.74,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,TEMPORARY SERVICES,819911.00,0.00,0.00,2023
0.00,814891.00,Department of Education,5411,RELATED SERVICES -CENTRALLY ADMINISTERED,3306.36,3551.16,SE INSTRUCTIONAL SUPPORT -  OTPS,0.00,TELEPHONE & OTHER COMMUNICATNS,814891.00,244.80,0.00,2023
0.00,802419.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,266124.24,266124.24,CATEGORICAL PROGRAMS - PS,0.00,AWARDS/EXPENSES-WORKMENS COMP,802419.00,0.00,0.00,2023
0.00,779586.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,6430282.32,6430282.32,CATEGORICAL PROGRAMS - OTPS,0.00,FOOD & FORAGE SUPPLIES,795686.00,0.00,0.00,2023
0.00,794060.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,200969.98,200969.98,GE INSTR & SCH LEADERSHIP - OTPS,0.00,TEMPORARY SERVICES,794060.00,0.00,0.00,2023
0.00,789451.00,Department of Education,8844,REIMBURSEABLE SUPPORT - INDIRECT COST,0.00,0.00,CATEGORICAL PROGRAMS - OTPS,0.00,EQUIPMENT GENERAL,789451.00,0.00,0.00,2023
0.00,787016.00,Department of Education,1229,DIRECT FIELD OPERATIONS,0.00,0.00,SCHOOL FOOD SERVICES - OTPS,0.00,TELEPHONE & OTHER COMMUNICATNS,787016.00,0.00,0.00,2023
0.00,783595.00,Department of Education,1229,DIRECT FIELD OPERATIONS,0.00,0.00,SCHOOL FOOD SERVICES - OTPS,0.00,PROF SERV COMPUTER SERVICES,783595.00,0.00,0.00,2023
0.00,782965.00,Department of Education,4660,LYFE PROGRAM,1065753.61,1065753.61,GE INSTR & SCH LEADERSHIP - PS,0.00,UNSALARIED,782965.00,0.00,0.00,2023
0.00,779255.00,Department of Education,8822,Learning Academy,0.00,0.00,CATEGORICAL PROGRAMS - PS,0.00,FULL YEAR POSITIONS,779255.00,0.00,0.00,2023
0.00,778571.00,Department of Education,A481,ARPA for Schools,1089849.49,1089849.49,CATEGORICAL PROGRAMS - PS,0.00,SUPPLEMENTAL EMPLOYEE WELF BEN,778571.00,0.00,0.00,2023
0.00,772105.00,Department of Education,8807,UPK DOE CENTRAL,0.00,0.00,UNIVERSAL PRE-K - PS,0.00,PARAPROFESSIONAL PER SESSION,772105.00,0.00,0.00,2023
0.00,819000.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,0.00,0.00,CATEGORICAL PROGRAMS - PS,0.00,CUSTODIAL ALLOWANCES,769000.00,0.00,0.00,2023
0.00,768688.00,Department of Education,2126,CONTRACT SCHOOLS (OUT STATE),138929.14,138929.14,CONTRACT SCHOOLS/FOSTER/CH 683 PMTS,0.00,TRANSPORTATION OF PUPILS,768688.00,0.00,0.00,2023
0.00,766500.00,Department of Education,8870,REIMBURSEABLE SUPPORT - NPS,484510.00,484510.00,CATEGORICAL PROGRAMS - OTPS,0.00,TELEPHONE & OTHER COMMUNICATNS,766500.00,0.00,0.00,2023
0.00,0.00,Department of Small Business Services,1823,EDC/DOE Early Childhood Education Ops,357240.00,357240.00,ECONOMIC DEVELOPMENT CORP.,0.00,ECONOMIC DEVELOPMENT,762261.00,0.00,0.00,2023
0.00,0.00,Department of Education,6202,EarlyLearn Central,357240.00,357240.00,EARLY CHILDHOOD PROGRAMS - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,762261.00,0.00,0.00,2023
0.00,0.00,Department of Education,7413,Financial Systems and Business Ops,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,DATA PROCESSING EQUIPMENT,758072.00,0.00,0.00,2023
0.00,755433.00,Department of Education,1737,ADA,428060.85,428060.85,SCHOOL FACILITIES - PS,0.00,FULL YEAR POSITIONS,755433.00,0.00,0.00,2023
0.00,754051.00,Department of Education,8816,REGIONAL & CITYWIDE INST & OPS ADMIN,458108.50,458108.50,CATEGORICAL PROGRAMS - PS,0.00,FULL YEAR POSITIONS,754051.00,0.00,0.00,2023
0.00,752413.00,Department of Education,A481,ARPA for Schools,0.00,0.00,CATEGORICAL PROGRAMS - OTPS,0.00,OTHER EXPENSES - GENERAL,752413.00,0.00,0.00,2023
0.00,718953.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,133245.84,133245.84,CATEGORICAL PROGRAMS - OTPS,0.00,PRINTING CONTRACTS,748953.00,0.00,0.00,2023
0.00,745620.00,Department of Education,8848,REIMBUR SUPPORT-SE INSTRUCTION EL/MID/HS,828.68,828.68,CATEGORICAL PROGRAMS - OTPS,0.00,TELEPHONE & OTHER COMMUNICATNS,745620.00,0.00,0.00,2023
0.00,743331.00,Department of Education,4901,SE CLASSROOM INSTRUCTION - HIGH SCHOOL,19712.14,19712.14,SE INSTR & SCH LEADERSHIP -OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,743331.00,0.00,0.00,2023
0.00,729004.00,Department of Education,1140,SE Pre-K Transportation Administration,666199.18,666199.18,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,729004.00,0.00,0.00,2023
0.00,725000.00,Department of Education,5411,RELATED SERVICES -CENTRALLY ADMINISTERED,477175.65,477175.65,SE INSTRUCTIONAL SUPPORT - PS,0.00,ALLOWANCE FOR UNIFORMS,725000.00,0.00,0.00,2023
0.00,724663.00,Department of Education,4615,NYSTL - HIGH SCHOOL,0.00,0.00,GE INSTR & SCH LEADERSHIP - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,724663.00,0.00,0.00,2023
0.00,723491.00,Department of Education,2645,OPERATIONS,22631.80,22631.80,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,PROF SERV OTHER,723491.00,0.00,0.00,2023
0.00,714821.00,Department of Education,7271,New Schools and Charter Partnerships,658725.34,658725.34,CENTRAL ADMINISTRATION - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,714821.00,0.00,0.00,2023
0.00,710690.00,Department of Education,4663,PSAL - CENTRAL ADMINISTRATION,483429.54,483429.54,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,710690.00,0.00,0.00,2023
0.00,706733.00,Department of Education,1731,PROGRAM MANAGMENT & CONTRACT MAINTENANCE,880866.10,880866.10,SCHOOL FACILITIES - OTPS,0.00,PROF SERV ENGINEER & ARCHITECT,706733.00,0.00,0.00,2023
0.00,701546.00,Department of Education,7305,OFFICE OF STRATEGIC PARTNERSHIPS,893630.12,893630.12,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,701546.00,0.00,0.00,2023
0.00,700000.00,Department of Education,5121,HOME & HOSPITAL INSTRUCTION,83592.53,83592.53,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,700000.00,0.00,0.00,2023
0.00,700000.00,Department of Education,1108,GENERAL EDUCATION BUSES,0.00,29232.24,PUPIL TRANSPORTATION - OTPS,0.00,TELEPHONE & OTHER COMMUNICATNS,700000.00,29232.24,0.00,2023
0.00,700000.00,Department of Education,5111,RELATED SERVICES - CITYWIDE SPECIAL EDUC,315060.77,315060.77,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,TERMINAL LEAVE,700000.00,0.00,0.00,2023
0.00,698900.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,376348.25,376348.25,CATEGORICAL PROGRAMS - OTPS,0.00,EDUCATION & REC FOR YOUTH PRGM,698900.00,0.00,0.00,2023
0.00,692977.00,Department of Education,8844,REIMBURSEABLE SUPPORT - INDIRECT COST,0.00,0.00,CATEGORICAL PROGRAMS - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,692977.00,0.00,0.00,2023
0.00,680280.00,Department of Education,8848,REIMBUR SUPPORT-SE INSTRUCTION EL/MID/HS,59452.00,59452.00,CATEGORICAL PROGRAMS - OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,680280.00,0.00,0.00,2023
0.00,677360.00,Department of Education,7272,Office of State Portfolio and Policy,381000.00,381000.00,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV OTHER,677360.00,0.00,0.00,2023
0.00,675546.00,Department of Education,4605,INSTRUCTIONAL SUPPORT SERVICES - HS,1342339.16,1342339.16,GE INSTR & SCH LEADERSHIP - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,675546.00,0.00,0.00,2023
0.00,748000.00,City University of New York,6610,ADULT CONTINUING EDUCATION SR,500138.79,500138.79,COMMUNITY COLLEGE PS,0.00,UNSALARIED,673000.00,0.00,0.00,2023
0.00,671000.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,0.00,0.00,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PAY FOR SURETY BOND/INSUR PREM,671000.00,0.00,0.00,2023
0.00,664977.00,Department of Education,8870,REIMBURSEABLE SUPPORT - NPS,0.00,0.00,CATEGORICAL PROGRAMS - PS,0.00,PARAPROFESSIONAL PER SESSION,664977.00,0.00,0.00,2023
0.00,661780.00,Department of Education,2644,SPECIAL EDUCATION ADMINISTRATION,406269.76,406269.76,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,661780.00,0.00,0.00,2023
0.00,656255.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,198928.61,198928.61,GE INSTR & SCH LEADERSHIP - OTPS,0.00,TELEPHONE & OTHER COMMUNICATNS,656255.00,0.00,0.00,2023
0.00,638329.00,City University of New York,6410,ADULT CONTINUING EDUCATION SR,288881.77,288881.77,COMMUNITY COLLEGE PS,0.00,UNSALARIED,655677.00,0.00,0.00,2023
0.00,654250.00,Department of Education,8907,UPK DOE FIELD,0.00,0.00,UNIVERSAL PRE-K - OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,654250.00,0.00,0.00,2023
0.00,967441.00,Department of Education,7719,DIIT,936519.82,1066416.38,CENTRAL ADMINISTRATION - OTPS,0.00,EQUIPMENT GENERAL,654058.00,129896.56,0.00,2023
0.00,653042.00,Department of Education,7715,BUREAU OF THE BOARD OF ED RETIRE,370428.96,370428.96,CENTRAL ADMINISTRATION - PS,0.00,OVERTIME,653042.00,0.00,0.00,2023
0.00,651919.00,Department of Education,7207,DIVISION OF ASSESSMENT & ACCOUNTABILITY,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV DIRECT EDUC SERV,651919.00,0.00,0.00,2023
0.00,0.00,Department of Education,5105,INSTRUCTIONAL SUPPORT SERVICES - CWSPED,735150.79,735150.79,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,DATA PROCESSING SUPPLIES,650000.00,0.00,0.00,2023
0.00,648495.00,Department of Education,4335,Office of Community Schools,0.00,0.00,GE INSTR & SCH LEADERSHIP - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,648495.00,0.00,0.00,2023
0.00,646774.00,Department of Education,8870,REIMBURSEABLE SUPPORT - NPS,0.00,0.00,CATEGORICAL PROGRAMS - PS,0.00,UNSALARIED,646774.00,0.00,0.00,2023
0.00,646626.00,Department of Education,7302,Office of Strategic Initiatives,262465.66,262465.66,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,646626.00,0.00,0.00,2023
0.00,638485.00,Department of Education,7433,DEPUTY CHANCELLOR TEACHING & LEARNING,525068.85,525068.85,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,638485.00,0.00,0.00,2023
0.00,637291.00,Department of Education,8848,REIMBUR SUPPORT-SE INSTRUCTION EL/MID/HS,527193.47,527193.47,CATEGORICAL PROGRAMS - PS,0.00,ANNUITY CONTRIBUTIONS,637291.00,0.00,0.00,2023
0.00,600000.00,Department of Education,1723,CUSTODIAL OPERATIONS,672767.00,672767.00,SCHOOL FACILITIES - OTPS,0.00,MAINT & OPER OF INFRASTRUCTURE,635489.00,0.00,0.00,2023
0.00,634971.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,603414.25,603414.25,CATEGORICAL PROGRAMS - PS,0.00,OVERTIME,634971.00,0.00,0.00,2023
0.00,630000.00,Department of Education,5101,CLASSRM INST & SCH SUPERVISION - CWSPED,1120649.83,1120649.83,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,NON-PENSIONABLE-PREPARATION PD,630000.00,0.00,0.00,2023
0.00,623864.00,Department of Education,8807,UPK DOE CENTRAL,534976.11,534976.11,UNIVERSAL PRE-K - PS,0.00,SOCIAL SECURITY CONTRIBUTIONS,623864.00,0.00,0.00,2023
0.00,611303.00,Department of Education,0990,ACTIVE EMPLOYEES,323154.29,323154.29,FRINGE BENEFITS - PS,0.00,DISABILITY BENEFITS INSURANCE,611303.00,0.00,0.00,2023
0.00,605075.00,Department of Education,7208,DEPUTY CHANCELLOR of OPERATIONS,245870.19,245870.19,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,605075.00,0.00,0.00,2023
0.00,600000.00,Department of Education,7265,OFFICE OF LEGAL SERVICES,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV ACCTING & AUDITING,600000.00,0.00,0.00,2023
0.00,600000.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,0.00,0.00,CATEGORICAL PROGRAMS - OTPS,0.00,CONTRACTUAL SERVICES GENERAL,600000.00,0.00,0.00,2023
0.00,596606.00,Department of Education,8816,REGIONAL & CITYWIDE INST & OPS ADMIN,6388261.89,6388261.89,CATEGORICAL PROGRAMS - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,596606.00,0.00,0.00,2023
0.00,594767.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,75123697.16,75123726.89,GE INSTR & SCH LEADERSHIP - PS,0.00,BACKPAY - PRIOR YEARS,594767.00,29.73,0.00,2023
0.00,594244.00,Department of Education,5183,TL Match for Chp 683,499.98,499.98,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,EQUIPMENT GENERAL,594244.00,0.00,0.00,2023
0.00,590344.00,Department of Education,4320,BEFORE/AFTR SCH TIME & EXTEND - ELEM/MID,170546.58,170546.58,GE INSTR & SCH LEADERSHIP - OTPS,0.00,BOOKS-OTHER,590344.00,0.00,0.00,2023
0.00,587848.00,Department of Education,7272,Office of State Portfolio and Policy,430852.04,430852.04,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,587848.00,0.00,0.00,2023
0.00,585000.00,Department of Education,1229,DIRECT FIELD OPERATIONS,539201.14,539201.14,SCHOOL FOOD SERVICES - PS,0.00,ALLOWANCE FOR UNIFORMS,585000.00,0.00,0.00,2023
0.00,583099.00,Department of Education,2645,OPERATIONS,-12.50,-12.50,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,PROF SERV DIRECT EDUC SERV,583099.00,0.00,0.00,2023
0.00,581538.00,Department of Education,4811,RELATED SERVICES - ELEMENTARY/MIDDLE,9935590.02,9935590.02,SE INSTR & SCH LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,581538.00,0.00,0.00,2023
0.00,400000.00,Department of Education,1731,PROGRAM MANAGMENT & CONTRACT MAINTENANCE,141836.37,141836.37,SCHOOL FACILITIES - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,575005.00,0.00,0.00,2023
0.00,570481.00,Department of Education,4335,Office of Community Schools,0.00,0.00,GE INSTR & SCH LEADERSHIP - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,570481.00,0.00,0.00,2023
0.00,569730.00,Department of Education,8848,REIMBUR SUPPORT-SE INSTRUCTION EL/MID/HS,2048.57,2048.57,CATEGORICAL PROGRAMS - OTPS,0.00,TRANSPORTATION OF PUPILS,569730.00,0.00,0.00,2023
0.00,568873.00,Department of Education,7255,OFF OF INTERGOVERNMENTAL AFFAIRS,835080.37,835080.37,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,568873.00,0.00,0.00,2023
0.00,553238.00,Department of Education,4221,YMI-Centrally Managed for Schools,157596.94,157603.24,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PROF SERV DIRECT EDUC SERV,568238.00,6.30,0.00,2023
0.00,567514.00,Department of Education,7731,OFFICE OF PURCHASING MANAGEMENT,750000.00,750000.00,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV OTHER,567514.00,0.00,0.00,2023
0.00,567043.00,Department of Education,8870,REIMBURSEABLE SUPPORT - NPS,-261.10,-261.10,CATEGORICAL PROGRAMS - OTPS,0.00,EQUIPMENT GENERAL,567043.00,0.00,0.00,2023
0.00,561265.00,Department of Education,7281,Office of School Health,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,DATA PROCESSING EQUIPMENT,561265.00,0.00,0.00,2023
0.00,559378.00,Department of Education,5113,CITYWIDE PLACEMENT,570821.32,570821.32,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,559378.00,0.00,0.00,2023
0.00,558952.00,Department of Education,7251,OSEPO,187574.59,187574.59,CENTRAL ADMINISTRATION - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,558952.00,0.00,0.00,2023
0.00,558676.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,531562.02,531562.02,GE INSTR & SCH LEADERSHIP - PS,0.00,LONGEVITY DIFFERENTIAL,558676.00,0.00,0.00,2023
0.00,545080.00,Department of Education,4320,BEFORE/AFTR SCH TIME & EXTEND - ELEM/MID,1614375.54,1614375.54,GE INSTR & SCH LEADERSHIP - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,545080.00,0.00,0.00,2023
0.00,544038.00,Department of Education,8489,GE Reimbursable Support,5071273.63,5071273.63,GE INSTR & SCH LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,544038.00,0.00,0.00,2023
0.00,540151.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,0.00,0.00,CATEGORICAL PROGRAMS - OTPS,0.00,OFFICE EQUIPMENT MAINTENANCE,540151.00,0.00,0.00,2023
0.00,539855.00,Department of Education,7315,RECRUITMENT,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV OTHER,539855.00,0.00,0.00,2023
0.00,539784.00,Department of Education,7721,YMI - Central Administration,498602.50,498602.50,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,539784.00,0.00,0.00,2023
0.00,522078.00,Department of Education,7205,OFFICE OF PUBLIC AFFAIRS,41432.42,41432.42,CENTRAL ADMINISTRATION - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,522078.00,0.00,0.00,2023
0.00,521325.00,Department of Education,7315,RECRUITMENT,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,521325.00,0.00,0.00,2023
0.00,520000.00,Department of Education,1108,GENERAL EDUCATION BUSES,39654.50,39654.50,PUPIL TRANSPORTATION - OTPS,0.00,DATA PROCESSING EQUIPMENT,520000.00,0.00,0.00,2023
909.57,0.00,Department of Education,C435,CRRSA for Facilities,534081.59,534991.16,SCHOOL FACILITIES - OTPS,0.00,PROF SERV OTHER,519544.00,0.00,0.00,2023
0.00,518871.00,Department of Education,7259,OFFICE OF LABOR RELATIONS,403086.80,403086.80,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV LEGAL SERVICES,518871.00,0.00,0.00,2023
14000.00,516514.00,Department of Education,2645,OPERATIONS,41219.94,55219.94,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,MAINT & OPER OF INFRASTRUCTURE,516514.00,0.00,0.00,2023
